Review,Date
"Eventful The journey ok going although journey back eventful driver swearing lot, possible road rage busy traffic consequently hit car Coventry. Drivers change.",2023-08-17
"Long Delays No Information Driver Due oil spillage M40 coach turn round. The driver became lost surrounding countryside 15 minutes headed north Coventry around travellked long time heading A1. At M25, however, instead travelling London turned west, eventually reaching Beaconsfield services M40 change drivers. We travelled Heathrow. As 2 hours late, I alighted took tube London. The problem that, driver change Beaconsfield information us whatsoever time commenced travelling M25 passengers becoming disgruntled.",2023-08-08
Good leg space,2023-08-10
"Bristol T2 & T3 Hi There, The time Bristol Airport reached ahead time. The Driver kind. The clean. Hope see soon. Thank much.",2023-08-12
Service poor I kept Service poor I kept waiting 2hrs arrived also paid seat however I informed contact customer service refund I cant seem locate right telephone number call,2023-08-08
On time comfy friendly professional On time comfy friendly professional drivers,2023-08-11
"Inbound journey good Inbound journey good, sit comfortable, charging pots worked, toilet smelling & nice, polite driver. However , odor neutralizer(self discharge) toilet & comfortable sit used journeys",2023-08-12
Excellent service,2023-07-10
Seats cramped Seats cramped. We assigned seats know ask people move. Very little help driver.,2023-08-12
"Toilet dirty toilet rolls Toilet dirty toilet rolls , charging port working charge phone weird smell coach",2023-08-08
Brilliant service time friendly Brilliant service time friendly driver,2023-08-14
"reliable service Reliable service, charging points wifi board.",2023-08-10
Simple easy No hassle easy journey,2023-08-09
Excellent round service,2023-08-21
Shoddy I booked cancelled I rebooked cancelled YET AGAIN!!!! I cancel hotels day trips non refunded lost 400 pounds thanks rubbish service obviously pulled Weymouth informed anyone,2023-08-13
"megabusbus always late, never time, use every weekend get newcastle theres always problem it, last ride speakers wasnt working head making stupid noise whole 3 hour journey awful, plug sockets dont work busses unclean",2023-08-10
I good experience The pilot nice,2023-08-11
Great ride The drivers nice professionals coach conducive,2023-08-12
good service It nice experience staff driver service,2023-08-09
Don't reserve seat think Don't reserve seat think going get it. Be prepared get told 30 minutes journey cancelled. Don't expect courtesy refund either!!,2023-07-27
Prompt comfortable service.,2023-08-12
I given clear instructions I given clear instructions seat polite,2023-08-12
"Very good drivers (there 2 Very good drivers (there 2 trip). Extremely narrow seats stupidly placed foot rests. In case accident, would get legs chopped off. I sit either legs far apart (wouldnt able someone sat next me. Im medium size. Or I could sit legs turned bad back, due 4 fractures osteoporosis. And, maybe worst all, air conditioning time. My system doesnt like ac, Im bed bad cold, coughing lungs out. People started sneezing coughing wonder today. And, top that, airport London Victoria Stansted 1,5 hours late due terrible accident M11, leaving 6 hours total terrible ac. The arrived time London, plus.",2023-08-16
"My 55 minutes late My 55 minutes late, connection disrupted medabus time",2023-08-11
"Bad customer Service We booked tickets Heathrow Bristol leaving Australia. When advised flight Australia delayed 5 hours I left message advise ask use tickets another . Heard nothing back ended paying another service kiosk airport. Since arriving home I emailed Megasbus last week still response. Very poor customer service. We used go Bristol Heathrow staff said could definitely get refund would allow us credit use old paid tickets. Additionally partner booked return trip Silverstone service cancelled alternatives offered. He however receive refund,",2023-08-01
"Cancelled service ridiculous alternative arrangement Can I share truly awful experience inept customer service offered them. I booked overnight coach Liverpool London Thursday 17 August (departure time 8:05 PM; arrival time 4:40 AM). In anticipation arrival coach, I using online Coach Tracker ensure time, assured this, I made way station, arriving 7:45 PM. Soon arrival station, I checked email inbox find short message sent 15 minutes earlier (at 7:30 PM), reading:"" Due unfortunate traffic conditions, scheduled service Liverpool severely delayed. Please contact customer services arrange alternative transport you. apologise inconvenience caused."" There phone number provided email, I search online. When calling first time 7:58 PM, I notified automated message office closed hour, I manage get someone eventually. I described email I received customer agent, told coach delayed hour, I wait station arrive. Whilst ideal situation, I waited around. In time, I continue check online coach tracker, appeared show coach Manchester (the first stop following Liverpool), still suggested delayed arrival Liverpool, time moving back towards 10:00 PM. At 09.21 PM, I called office advised coach would arriving Liverpool all. I asked I passenger waiting station, case. At point advised taxi would arranged get Liverpool Manchester, I board next available coach destination, would departing 01:55 AM! This clearly ideal situation, I already waiting Liverpool station 1.5 hours, asked take hour taxi ride waiting unfamiliar location (with indoor - outdoor - seating) 3 hours middle night. Most astoundingly, I could see online coach tracker originally booked service departed time Manchester, making way London. At around 9.40 PM (2 hours first arriving station), I phone helpline request full details alternative travel arranged me, explained. It point I told exactly wait Manchester, exact time next arrival. I asked point arrangements could made, far ideal situation, told could authorise anything else. A taxi eventually picked 09.52 PM drove Manchester, arriving around 11:00 PM. In time, I called helpline again. I asked whether driver next coach I asked board would aware situation, answer, suggested I tell authorised. I asked details coach could sent text email, I anxious I would waiting around Manchester invalid ticket, would appreciated form formal confirmation show I boarded service. They told unable send anything. I asked I could service number 01:55 AM coach Manchester London, communicated me, would least allow track coach online. It also said I stressed frustration alternative travel arrangement organised me, whether could authorise alternative. Again, I told no, I would wait Manchester 01:55 AM three hours. At point I offered compensation, reimbursement, even food voucher could least given somewhere warm sit extended period time night. I received contact following journey, I emailed days after. They refunded fare called 'gesture goodwill', despite also admitting I entitled refund given extent delayed arrival! (note I get contact even offered, despite one T& Cs). They refused offer actual gesture goodwill, I think highly inflexible given stressful journey put through. NEVER AGAIN!",2023-08-17
